@relation csv-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last

@attribute s_str {proved,splitted,inconsistency,representing,of,for,grouping,match,select,is,human,detected,video,way,compare,the,occurrence,remaining,details,employed,histograms,cluster,includes,in,modelled,employ,use,create,uses,was,individual,dataset,evaluating,reasons,appearance,results,to,'can not',performances,'to determine',Firstly,Secondly,make,character,loss,contain,measures,indicates,faces,inside,case,prevent,are,process,expensive,limits,motivate,a,require,'for improving',called,outliers,'for detecting',our,problem,Thus,fully,with,prepare,extract,millions,ten,transform,'to select',query,'to evaluate',MAP,variation,'to be used','can be',separated,take,achieve,perform,contributions,presented,Thirdly,database,an,matched,works,expected,higher,over,reduces,contains,sufficient,'to describe',aim,firstly,by,simultanously,their,set,doubled,construct,compute,4,region,Finding,Grouping,Formulating,spaces,denotes,have,nodes,satisfy,hierarchical,such,hit,recommendation,some,all,introduced,evaluate,'recommendation and',those,on,introducing,annotation,existed,determined,precisely,introduce,used,apply,procedure,performance,evaluation,reported,as,',',DoG,),.,Different-of-Gaussian(,'is built','is used',helps,portion,etc,'use the',channel,which,created,do,'build a',overlap,highly,applied,'is one',averaged,numbers,well,we,successfully,takes,recommendations,We,observed,that,there,consists,'are still',much,'under the influence of',obtain,hight,improves,It,brings,also,'drop of',drops,2,.27,from,1,.78,worth,noting,keeping,'\\MATH',may,not,always,give,better,precision,since,relies,only,but,robustness,techniques,inreasing,comparision,Recommend-Me,cannot,provide,any,around,'20\%',initial,images,due,fact,technique,deal,significant,variations,'of items',Figure,5(,b,shows,another,circumstance,when,increase,'decline of',efficiency,improvement,This,because,branch-and-bound,algorithm,has,visit,more,parts,total,search,space,order,find,extra,local,optimals,However,evaluations,still,performs,3,times,faster,than,exhaustive,important,practical,applications,Its,superiority,'\\REF',presents,examples,returned,named,visual,suggestion,In,this,paper,new,system,Given,image,and,retrieved,imposes,how,frequent,items,appear,introduces,Such,support,users,rapidly,refine,or,explore,An,efficient,solution,To,best,knowledge,first,attempt,targeted,scheme,toward,its}
@attribute t_str {proven,the,The,split,inconsistencies,'that represent',of,group,matching,selects,a,are,people,found,videos,with,ways,compared,to,occurrences,remainder,detail,used,histogram,clustered,include,modeled,was,using,created,use,is,individuals,datasets,evaluate,considerations,appearances,result,cannot,performance,in,'in determining',First,Second,causes,characters,lost,containing,measure,indicating,on,face,within,cases,prevents,processes,high,limit,motivates,required,'to improve',call,outlier,'to detect',problems,full,prepared,extracts,million,10,transforms,'for selecting','in selecting',queries,'for evaluating',variations,'for use',uses,divided,takes,achieved,performed,contribution,present,Third,databases,studies,their,envisioned,larger,an,reduce,sufficiently,describing,aims,first,simultaneously,from,sets,doubles,constructing,computing,four,regions,Find,'will be',Group,Formulate,A,space,denote,being,indicate,get,up,node,satisfies,hierarchy,'recommendations\"','\"',and,them,number,evaluated,'recommendations and',these,pesenting,annotations,recommendations,recommendation,existin,will,provide,or,not,computed,evaluations,//<,size,all,possible,region,pairs,unclear,me,.,Do,you,mean,average,sizes,?>,taken,be,were,employed,DoG,),Different-of-Gaussian,(,'was built','was used',helped,etc.,',','used the',channels,did,'built a',overlapped,nearly,applied,'was one',averages,make,take,There,consisted,'may still be','influenced by',obtain,can,improving,Thisgives,'drop in',hit,drops,2,.27,1,.78,It,worth,noting,that,keeping,'\\MATH',may,always,give,better,precision,since,relies,only,but,also,robustness,techniques,increasing,comparison,Recommend-Me,any,for,around,'20\%',initial,query,images,due,fact,our,technique,deal,significant,'in the items',Figure,5(,b,shows,another,circumstance,when,we,increase,'decline in the',efficiency,improvement,This,because,branch-and-bound,algorithm,has,visit,more,parts,total,search,order,find,extra,local,opitimals,However,still,three,times,faster,than,exhaustive,important,practical,applications,advantage,'\\REF',presents,examples,returned,byRecommend-Me,named,visual,suggestions,We,described,oursystem,making,Given,image,retrieved,database,impose,which,how,frequent,items,appear,gives,conditions,Such,help,users,select,rapidly,refine,explore,An,efficient,solution,'was also',presented,To,best,knowledge,attempt,targeted,suggestion,scheme,at,developing}
@attribute st_samestr_binarized {0,1}
@attribute s_stem {prove,splitted,inconsistency,represent,of,for,group,match,select,be,human,detect,video,way,compare,the,occurrence,remain,detail,employ,histogram,cluster,include,in,model,use,create,individual,dataset,evaluate,reason,appearance,result,to,'can not',performance,'to determine',Firstly,Secondly,make,character,loss,contain,measure,indicate,face,inside,case,prevent,process,expensive,limit,motivate,a,require,'for improve',call,outlier,'for detect',our,problem,Thus,fully,with,prepare,extract,million,ten,transform,'to select',query,'to evaluate',MAP,variation,'to be use','can be',separate,take,achieve,perform,contribution,present,Thirdly,database,an,work,expect,higher,over,reduce,sufficient,'to describe',aim,firstly,by,simultanously,their,set,double,construct,compute,4,region,Finding,Grouping,Formulating,space,denote,have,nod,satisfy,hierarchical,such,hit,recommendation,some,all,introduce,'recommendation and',those,on,annotation,exist,determine,precisely,apply,procedure,evaluation,report,as,',',DoG,),.,Different-of-Gaussian(,'be build','be use',help,portion,etc,'use the',channel,which,do,'build a',overlap,highly,'be one',average,number,well,we,successfully,We,observe,that,there,consist,'be still',much,'under the influence of',obtain,hight,improve,It,bring,also,'drop of',drop,2,.27,from,1,.78,worth,note,keep,'\\MATH',may,not,always,give,good,precision,since,rely,only,but,robustness,technique,inreasing,comparision,Recommend-Me,cannot,provide,any,around,'20\%',initial,image,due,fact,deal,significant,'of item',Figure,5(,b,show,another,circumstance,when,increase,'decline of',efficiency,improvement,This,because,branch-and-bound,algorithm,visit,more,part,total,search,order,find,extra,local,optimals,However,still,3,time,fast,than,exhaustive,important,practical,application,Its,superiority,'\\REF',example,return,name,visual,suggestion,In,this,paper,new,system,Given,and,retrieve,impose,how,frequent,item,appear,Such,support,user,rapidly,refine,or,explore,An,efficient,solution,To,knowledge,first,attempt,target,scheme,toward,it}
@attribute t_stem {prove,the,The,split,inconsistency,'that represent',of,group,match,select,a,be,people,find,video,with,ways,compare,to,occurrence,remainder,detail,use,histogram,cluster,include,model,create,individual,datasets,evaluate,consideration,appearance,result,cannot,performance,in,'in determine',First,Second,cause,character,lose,contain,measure,indicate,on,face,within,case,prevent,process,high,limit,motivate,require,'to improve',call,outlier,'to detect',problem,full,prepare,extract,million,10,transform,'for select','in select',query,'for evaluate',variation,'for use',divide,take,achieve,perform,contribution,present,Third,database,study,their,envision,larger,an,reduce,sufficiently,describe,aim,first,simultaneously,from,set,double,construct,compute,four,region,Find,'will be',Group,Formulate,A,space,denote,get,up,node,satisfy,hierarchy,'recommendations\"','\"',and,them,number,'recommendation and',these,pesenting,annotation,recommendation,existin,will,provide,or,not,evaluation,//<,size,all,possible,pair,unclear,me,.,Do,you,mean,average,?>,employ,DoG,),Different-of-Gaussian,(,'be build','be use',help,etc.,',','use the',channel,do,'build a',overlap,nearly,apply,'be one',make,There,consist,'may still be','influence by',obtain,can,improve,Thisgives,'drop in',hit,drop,2,.27,1,.78,It,worth,note,that,keep,'\\MATH',may,always,give,good,precision,since,rely,only,but,also,robustness,technique,increase,comparison,Recommend-Me,any,for,around,'20\%',initial,image,due,fact,our,deal,significant,'in the item',Figure,5(,b,show,another,circumstance,when,we,'decline in the',efficiency,improvement,This,because,branch-and-bound,algorithm,have,visit,more,part,total,search,order,extra,local,opitimals,However,still,three,time,fast,than,exhaustive,important,practical,application,advantage,'\\REF',example,return,byRecommend-Me,name,visual,suggestion,We,oursystem,Given,retrieve,impose,which,how,frequent,item,appear,condition,Such,user,rapidly,refine,explore,An,efficient,solution,'be also',To,knowledge,attempt,target,scheme,at,develop}
@attribute st_samestem_binarized {0,1}
@attribute s_pos {VBN,NN,VBG,IN,JJ,VBZ,VB,DET,NNS,VBD,TO,'MD PPR','TO PPR',NNP,RB,VBP,'IN PPR',PRPS,'TO VB PPR',JJR,CD,'NN PPS',PPR,RRB,PP,LRB,'VBZ PPR','NN POS',WDT,'VB POS','VBZ POS',PRP,'VBP PPR','IN DET NN POS',MD,CC,POS,'IN POS',WRB,RBR}
@attribute t_pos {JJ,DET,NN,NNS,'IN PPR',IN,VBZ,VBP,VBN,TO,VB,VBD,VBG,NNP,'TO PPR',CD,'IN POS',PRPS,JJR,RB,'MD PPR',PPR,CC,PRP,'NNS PPS',MD,sym>,PP,SYM,RRB,LRB,'VBD PPR','VBN POS','VBD POS',EX,'MD RB PPR','NN POS',POS,'IN DET POS',WRB,'NN IN POS',RBR,WDT}
@attribute st_precede_binarized {0,1}
@attribute st_follow_binarized {0,1}
@attribute class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo-spelling,duplicate,wa}

@data
?,possible,0,?,possible,0,?,JJ,0,0,wa
?,region,0,?,region,0,?,NN,0,0,wa
?,pairs,0,?,pair,0,?,NNS,0,0,wa
?,'\"',0,?,'\"',0,?,PPR,0,0,wa
?,or,0,?,or,0,?,CC,0,0,wa
?,'\"',0,?,'\"',0,?,PPR,0,0,wa
?,the,0,?,the,0,?,DET,0,0,wa
?,sizes,0,?,size,0,?,NNS,0,0,wa
?,of,0,?,of,0,?,IN,0,0,wa
?,all,0,?,all,0,?,DET,0,0,wa
?,possible,0,?,possible,0,?,JJ,0,0,wa
?,region,0,?,region,0,?,NN,0,0,wa
?,pairs,0,?,pair,0,?,NNS,0,0,wa
?,'\"',0,?,'\"',0,?,PPR,0,0,wa
?,?>,0,?,?>,0,?,SYM,0,0,wa
is,was,0,be,be,1,VBZ,VBD,1,0,wa
reported,?,0,report,?,0,VBN,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
?,taken,0,?,take,0,?,VBN,0,0,wa
?,to,0,?,to,0,?,TO,0,0,wa
?,be,0,?,be,0,?,VB,0,0,wa
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
',',?,0,',',?,0,PPR,?,0,0,wa
employ,employed,0,employ,employ,1,VB,VBN,1,0,bigrammar-vtense
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
DoG,DoG,1,DoG,DoG,1,NNP,NNP,0,1,wa
),),1,),),1,RRB,RRB,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
Different-of-Gaussian(,?,0,Different-of-Gaussian(,?,0,LRB,?,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,using,0,?,use,0,?,VBG,0,0,wa
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,Different-of-Gaussian,0,?,Different-of-Gaussian,0,?,JJ,0,0,wa
?,(,0,?,(,0,?,LRB,0,0,wa
'is built','was built',0,'be build','be build',1,'VBZ PPR','VBD PPR',1,1,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
of,of,1,of,of,1,IN,IN,0,0,wa
the,the,1,the,the,1,DET,DET,0,0,wa
'is used','was used',0,'be use','be use',1,'VBZ PPR','VBD PPR',1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,wa
helps,helped,0,help,help,1,VBZ,VBN,1,1,bigrammar-vtense
recommendation,recommendations,0,recommendation,recommendation,1,NN,NNS,0,1,wa
a,?,0,a,?,0,DET,?,0,0,wa
portion,?,0,portion,?,0,NN,?,0,0,wa
of,?,0,of,?,0,IN,?,0,0,wa
etc,?,0,etc,?,0,NN,?,0,0,wa
for,?,0,for,?,0,IN,?,0,0,wa
?,etc.,0,?,etc.,0,?,PP,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,from,0,?,from,0,?,IN,0,0,wa
?,the,0,?,the,0,?,DET,0,0,wa
'use the','used the',0,'use the','use the',1,'NN POS','VBN POS',1,1,wa
channel,channels,0,channel,channel,1,NN,NNS,1,1,bigrammar-others
?,first,0,?,first,0,?,JJ,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,the,1,the,the,1,DET,DET,0,0,wa
which,?,0,which,?,0,WDT,?,0,0,wa
are,?,0,be,?,0,VBP,?,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,wa
is,was,0,be,be,1,VBZ,VBD,1,1,wa
created,created,1,create,create,1,VBN,VBN,0,1,wa
do,did,0,do,do,1,VB,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'build a','built a',0,'build a','build a',1,'VB POS','VBN POS',1,1,wa
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
overlap,overlapped,0,overlap,overlap,1,VB,NN,0,1,bigrammar-vtense
highly,?,0,highly,?,0,RB,?,0,0,wa
?,nearly,0,?,nearly,0,?,RB,0,0,wa
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,wa
applied,applied,1,apply,apply,1,VBN,VBN,1,1,wa
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
'is one','was one',0,'be one','be one',1,'VBZ POS','VBD POS',1,1,wa
our,?,0,our,?,0,PRPS,?,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,wa
averaged,averages,0,average,average,1,VBN,NNS,1,0,wa
of,of,1,of,of,1,IN,IN,0,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
numbers,?,0,number,?,0,NNS,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
well,?,0,well,?,0,RB,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
we,?,0,we,?,0,PRP,?,0,0,wa
perform,?,0,perform,?,0,VB,?,0,0,wa
with,?,0,with,?,0,IN,?,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,and,0,?,and,0,?,CC,0,0,wa
?,on,0,?,on,0,?,IN,0,0,wa
introduce,make,0,introduce,make,0,VB,VB,0,1,wa
successfully,?,0,successfully,?,0,RB,?,0,0,wa
recommendation,recommendations,0,recommendation,recommendation,1,NN,NNS,1,1,wa
takes,take,0,take,take,1,VBZ,VB,1,1,wa
a,?,0,a,?,0,DET,?,0,0,wa
are,were,0,be,be,1,VBP,VBD,0,1,bigrammar-vtense
recommendations,recommendation,0,recommendation,recommendation,1,NNS,NN,1,0,bigrammar-others
We,?,0,We,?,0,PRP,?,0,0,wa
observed,?,0,observe,?,0,JJ,?,0,0,wa
that,?,0,that,?,0,IN,?,0,0,wa
there,?,0,there,?,0,RB,?,0,0,wa
on,?,0,on,?,0,IN,?,0,0,wa
?,There,0,?,There,0,?,EX,0,0,wa
?,in,0,?,in,0,?,IN,0,0,wa
consists,consisted,0,consist,consist,1,VBZ,VBN,1,0,bigrammar-vtense
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,',',0,?,',',0,?,PPR,0,0,wa
is,was,0,be,be,1,VBZ,VBD,1,0,bigrammar-vtense
annotation,annotations,0,annotation,annotation,1,NN,NNS,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
?,',',0,?,',',0,?,PPR,0,0,wa
'are still','may still be',0,'be still','may still be',0,'VBP PPR','MD RB PPR',1,1,wa
much,?,0,much,?,0,RB,?,0,0,wa
'under the influence of','influenced by',0,'under the influence of','influence by',0,'IN DET NN POS','VBN POS',1,1,paraphrase
obtain,obtain,1,obtain,obtain,1,VB,VB,0,1,wa
sufficient,sufficiently,0,sufficient,sufficiently,0,JJ,RB,1,0,bigrammar-wform
hight,?,0,hight,?,0,NN,?,0,0,wa
?,can,0,?,can,0,?,MD,0,0,wa
?,high,0,?,high,0,?,JJ,0,0,wa
improves,improving,0,improve,improve,1,VBZ,VBG,1,0,bigrammar-wform
It,?,0,It,?,0,PRP,?,0,0,wa
brings,?,0,bring,?,0,VBZ,?,0,0,wa
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,Thisgives,0,?,Thisgives,0,?,NNP,0,0,wa
also,?,0,also,?,0,RB,?,0,0,wa
'drop of','drop in',0,'drop of','drop in',0,'NN POS','NN POS',1,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,preserved
drops,drops,1,drop,drop,1,NNS,NNS,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
.27,.27,1,.27,.27,1,CD,CD,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
1,1,1,1,1,1,CD,CD,1,1,preserved
.78,.78,1,.78,.78,1,CD,CD,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
also,?,0,also,?,0,RB,?,0,0,wa
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
worth,worth,1,worth,worth,1,JJ,JJ,1,1,preserved
noting,noting,1,note,note,1,VBG,VBG,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
keeping,keeping,1,keep,keep,1,VBG,VBG,1,0,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,0,1,preserved
may,may,1,may,may,1,MD,MD,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
always,always,1,always,always,1,RB,RB,1,1,preserved
give,give,1,give,give,1,VB,VB,1,1,preserved
better,better,1,good,good,1,RB,RB,1,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,0,preserved
since,since,1,since,since,1,IN,IN,0,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,1,preserved
relies,relies,1,rely,rely,1,VBZ,VBZ,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
only,only,1,only,only,1,RB,RB,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
but,but,1,but,but,1,CC,CC,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
robustness,robustness,1,robustness,robustness,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
region,region,1,region,region,1,NN,NN,1,0,preserved
techniques,techniques,1,technique,technique,1,NNS,NNS,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
inreasing,?,0,inreasing,?,0,VBG,?,0,0,wa
comparision,?,0,comparision,?,0,NN,?,0,0,wa
?,increasing,0,?,increase,0,?,VBG,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,comparison,0,?,comparison,0,?,NN,0,0,wa
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,preserved
provide,provide,1,provide,provide,1,VB,VB,1,1,preserved
any,any,1,any,any,1,DET,DET,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
around,around,1,around,around,1,IN,IN,1,1,preserved
'20\%','20\%',1,'20\%','20\%',1,POS,POS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,0,preserved
initial,initial,1,initial,initial,1,JJ,JJ,0,1,preserved
query,query,1,query,query,1,NN,NN,1,1,preserved
images,images,1,image,image,1,NNS,NNS,1,1,preserved
due,due,1,due,due,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
fact,fact,1,fact,fact,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
region,region,1,region,region,1,NN,NN,1,0,preserved
technique,technique,1,technique,technique,1,NN,NN,0,1,preserved
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,preserved
deal,deal,1,deal,deal,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
significant,significant,1,significant,significant,1,JJ,JJ,1,1,preserved
variations,variations,1,variation,variation,1,NNS,NNS,1,0,preserved
'of items','in the items',0,'of item','in the item',0,'IN POS','IN DET POS',1,1,wa
.,.,1,.,.,1,PP,PP,1,1,preserved
comparision,?,0,comparision,?,0,NN,?,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,comparison,0,?,comparison,0,?,NN,0,0,wa
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
5(,5(,1,5(,5(,1,LRB,LRB,1,1,preserved
b,b,1,b,b,1,NN,NN,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
another,another,1,another,another,1,DET,DET,1,1,preserved
circumstance,circumstance,1,circumstance,circumstance,1,NN,NN,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
increase,increase,1,increase,increase,1,NN,NN,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
'decline of','decline in the',0,'decline of','decline in the',0,'NN POS','NN IN POS',1,1,wa
efficiency,efficiency,1,efficiency,efficiency,1,NN,NN,0,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
This,This,1,This,This,1,DET,DET,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
because,because,1,because,because,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
branch-and-bound,branch-and-bound,1,branch-and-bound,branch-and-bound,1,JJ,JJ,1,1,preserved
algorithm,algorithm,1,algorithm,algorithm,1,NN,NN,1,1,preserved
has,has,1,have,have,1,VBZ,VBZ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
visit,visit,1,visit,visit,1,NN,NN,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,1,preserved
parts,parts,1,part,part,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
total,total,1,total,total,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
space,space,1,space,space,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
order,order,1,order,order,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
find,find,1,find,find,1,VB,VB,1,1,preserved
extra,extra,1,extra,extra,1,JJ,JJ,1,1,preserved
local,local,1,local,local,1,JJ,JJ,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
optimals,?,0,optimals,?,0,NNS,?,0,0,wa
?,opitimals,0,?,opitimals,0,?,NNS,0,0,wa
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
all,all,1,all,all,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
evaluations,evaluations,1,evaluation,evaluation,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
still,still,1,still,still,1,RB,RB,1,0,preserved
performs,performed,0,perform,perform,1,VBZ,VBN,1,1,bigrammar-vtense
around,around,1,around,around,1,IN,IN,0,0,preserved
3,three,0,3,three,0,CD,CD,1,1,typo-spelling
times,times,1,time,time,1,NNS,NNS,0,1,preserved
faster,faster,1,fast,fast,1,RBR,RBR,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
exhaustive,exhaustive,1,exhaustive,exhaustive,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
is,'will be',0,be,'will be',0,VBZ,'MD PPR',0,1,bigrammar-vtense
important,important,1,important,important,1,JJ,JJ,0,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
practical,practical,1,practical,practical,1,JJ,JJ,1,1,preserved
applications,applications,1,application,application,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Its,?,0,Its,?,0,PRPS,?,0,0,wa
superiority,?,0,superiority,?,0,NN,?,0,0,wa
?,This,0,?,This,0,?,DET,0,0,wa
?,advantage,0,?,advantage,0,?,NN,0,0,wa
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
'\\REF','\\REF',1,'\\REF','\\REF',1,NNP,NNP,1,1,preserved
presents,presents,1,present,present,1,NNS,NNS,1,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendations,recommendations,1,recommendation,recommendation,1,NNS,NNS,1,1,preserved
returned,returned,1,return,return,1,VBN,VBN,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
by,?,0,by,?,0,IN,?,0,0,wa
our,?,0,our,?,0,PRPS,?,0,0,wa
Recommend-Me,?,0,Recommend-Me,?,0,JJ,?,0,0,wa
?,byRecommend-Me,0,?,byRecommend-Me,0,?,JJ,0,0,wa
',',',',1,',',',',1,PPR,PPR,0,1,wa
named,named,1,name,name,1,VBN,VBN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,wa
for,for,1,for,for,1,IN,IN,1,0,preserved
visual,visual,1,visual,visual,1,JJ,JJ,0,1,preserved
query,query,1,query,query,1,NN,NN,1,0,preserved
suggestion,suggestions,0,suggestion,suggestion,1,NN,NNS,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,wa
In,?,0,In,?,0,IN,?,0,0,wa
this,?,0,this,?,0,DET,?,0,0,wa
paper,?,0,paper,?,0,NN,?,0,0,wa
',',?,0,',',?,0,PPR,?,0,0,wa
we,?,0,we,?,0,PRP,?,0,0,wa
introduced,?,0,introduce,?,0,VBN,?,0,0,wa
a,?,0,a,?,0,DET,?,0,0,wa
new,?,0,new,?,0,JJ,?,0,0,wa
system,?,0,system,?,0,NN,?,0,0,wa
?,We,0,?,We,0,?,PRP,0,0,wa
?,described,0,?,describe,0,?,VBN,0,0,wa
?,oursystem,0,?,oursystem,0,?,NN,0,0,wa
?,making,0,?,make,0,?,VBG,0,0,wa
Given,Given,1,Given,Given,1,VBN,VBN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
initial,initial,1,initial,initial,1,JJ,JJ,1,1,preserved
query,query,1,query,query,1,NN,NN,1,1,preserved
