s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
varieties,'a variety',0,variety,'a variety',0,NNS,'DET POS',1,1,bigrammar-nnum
?,'We should point out that quite',0,?,'We should point out that quite',0,?,'PRP MD NN IN IN PPR',0,0,unaligned
characteristic,characteristics,0,characteristic,characteristic,1,JJ,NNS,1,1,bigrammar-nnum
to,for,0,to,for,0,TO,IN,1,0,bigrammar-prep
represented,representing,0,represent,represent,1,VBN,VBG,1,0,bigrammar-vtense
for,?,0,for,?,0,IN,?,0,0,mogrammar-prep
'approximate performance','performance approximately',0,'approximate performance','performance approximately',0,'JJ POS','NN PPR',0,0,para-colocation
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
?,'on par',0,?,'on par',0,?,'IN POS',0,0,unaligned
outperform,outperforms,0,outperform,outperform,1,JJ,VBZ,0,1,bigrammar-nnum
?,',',0,?,',',0,?,PPR,0,0,unaligned
?,;,0,?,;,0,?,PPS,0,0,unaligned
compared,compare,0,compare,compare,1,VBN,VB,1,1,bigrammar-vtense
'have reported','been have reported',0,'have report','be have report',0,'VB PPR','VBN VB PPR',0,1,para-passact
'Multi features in won on','The winner was the multi-features , of',0,'Multi feature in win on','The winner be the multi-features , of',0,'NNP NNS IN NN POS','DET NN VBD DET JJ PPC POS',1,0,para-freeword
combine,combines,0,combine,combine,1,VB,NNS,1,1,bigrammar-inter
pair,pairs,0,pair,pair,1,NN,NNS,1,1,bigrammar-nnum
Embedding,embedding,0,Embedding,embed,0,NNP,VBG,1,1,typo-spelling
'Weak Geometric Consistency','weak consistency geometric',0,'Weak Geometric Consistency','weak consistency geometric',0,'JJ JJ POS','JJ NN PPR',1,1,typo-spelling
for,?,0,for,?,0,IN,?,0,0,mogrammar-prep
delaunay,Delaunay,0,delaunay,Delaunay,0,NN,NNP,1,1,typo-spelling
.,?,0,.,?,0,PP,?,0,0,unaligned
'However method still does this','but it cannot',0,'However method still do this','but it cannot',0,'RB NN RB VBZ POS','CC PRP POS',0,1,para-freeword
apply,applies,0,apply,apply,1,VB,VBZ,1,1,bigrammar-inter
'proposed method','proposed results of method',0,'propose method','propose result of method',0,'JJ POS','JJ NNS IN POS',1,0,para-colocation
results,?,0,result,?,0,NNS,?,0,0,unaligned
'We can see that our although','As shown in the table the proposed even though',0,'We can see that our although','As show in the table the propose even though',0,'PRP MD VB IN PRPS POS','IN VBN IN DET NN DET JJ RB POS',1,1,para-freeword
outperform,outperforms,0,outperform,outperform,1,JJ,VBZ,1,0,bigrammar-inter
method,methods,0,method,method,1,NN,NNS,1,1,bigrammar-nnum
'Moreover ,',?,0,'Moreover ,',?,0,'RB PPR',?,0,0,unaligned
Multi-features,multi-features,0,Multi-features,multi-features,0,JJ,JJ,0,1,typo-spelling
'possibly more',?,0,'possibly more',?,0,'RB PPR',?,0,0,unaligned
model,models,0,model,model,1,NN,NNS,1,1,bigrammar-nnum
Multi-features,multi-features,0,Multi-features,multi-features,0,JJ,JJ,0,1,typo-spelling
'but still do not solve','cannot resolve the',0,'but still do not solve','cannot resolve the',0,'CC RB VB RB PPR','NN NN POS',0,0,para-freeword
result,results,0,result,result,1,NN,NNS,1,1,bigrammar-nnum
shows,show,0,show,show,1,NNS,NN,1,1,bigrammar-inter
',',?,0,',',?,0,PPR,?,0,0,unaligned
rich,richly,0,rich,richly,0,JJ,RB,1,1,bigrammar-wform
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
'In this part','Here briefly',0,'In this part','Here briefly',0,'IN DET POS','RB POS',1,0,para-freeword
to,on,0,to,on,0,TO,IN,1,1,bigrammar-prep
of,at,0,of,at,0,IN,IN,1,0,bigrammar-prep
'On other hand','In contrast',0,'On other hand','In contrast',0,'IN JJ POS','IN POS',1,1,para-freeword
shost,shots,0,shost,shot,0,NN,NNS,1,1,typo-spelling
'In this part',Here,0,'In this part',Here,0,'IN DET POS',RB,1,1,para-freeword
a,the,0,a,the,0,DET,DET,0,0,bigrammar-det
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
in,to,0,in,to,0,IN,TO,0,1,bigrammar-prep
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
'also decrease',decreases,0,'also decrease',decrease,0,'RB POS',NNS,1,1,bigrammar-inter
satisf,satisfying,0,satisf,satisfy,0,NN,JJ,1,0,typo-spelling
as,?,0,as,?,0,IN,?,0,0,mogrammar-prep
mention,mentioned,0,mention,mention,1,NN,VBN,0,1,bigrammar-vtense
'On other hand , very much also','can significantly',0,'On other hand , very much also','can significantly',0,'IN JJ NN PPC RB RB PPR','MD PPR',0,0,para-freeword
help,helps,0,help,help,1,NN,VBZ,1,1,bigrammar-inter
formula,formulae,0,formula,formula,1,NN,NN,1,1,typo-spelling
?,any,0,?,any,0,?,DET,0,0,unaligned
address,addressed,0,address,address,1,NN,VBN,1,0,bigrammar-vtense
about,?,0,about,?,0,IN,?,0,0,mogrammar-prep
system,systems,0,system,system,1,NN,NNS,1,1,bigrammar-nnum
characteristic,characteristics,0,characteristic,characteristic,1,JJ,NNS,1,1,bigrammar-nnum
model,models,0,model,model,1,NN,NNS,1,1,bigrammar-nnum
proposal,the,0,proposal,the,0,NN,DET,1,1,bigrammar-det
'this type','these types',0,'this type','these type',0,'DET POS','DET POS',1,1,bigrammar-nnum
Our,?,0,Our,?,0,PRPS,?,0,0,unaligned
Future,'Our future',0,Future,'Our future',0,NNP,'PRPS PPR',1,1,para-freeword
technique,techniques,0,technique,technique,1,NN,NNS,1,1,bigrammar-nnum
score,scores,0,score,score,1,NN,NNS,1,1,bigrammar-nnum
'Moreover ,',?,0,'Moreover ,',?,0,'RB PPR',?,0,0,unaligned
'byh any',with,0,'byh any',with,0,'NN POS',IN,1,1,typo-spelling
developments,development,0,development,development,1,NNS,NN,1,1,bigrammar-nnum
The,An,0,The,An,0,DET,DET,1,0,bigrammar-det
emerged,emergency,0,emerge,emergency,0,VBN,NN,0,0,bigrammar-wform
into,to,0,into,to,0,IN,TO,0,1,bigrammar-prep
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
'bucket brigade','bucket - brigade',0,'bucket brigade','bucket - brigade',0,'NN POS','NN PPS POS',1,0,typo-spelling
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
through,'via a',0,through,'via a',0,IN,'IN POS',1,1,bigrammar-prep
',',?,0,',',?,0,PPR,?,0,0,unaligned
'estimation of transmission','estimate transmission',0,'estimation of transmission','estimate transmission',0,'NN IN POS','NN POS',0,1,para-colocation
?,'it to',0,?,'it to',0,?,'PRP PPR',0,0,unaligned
through,'via a',0,through,'via a',0,IN,'IN POS',1,1,bigrammar-prep
through,via,0,through,via,0,IN,IN,1,1,bigrammar-prep
'may be',are,0,'may be',be,0,'MD PPR',VBP,1,1,bigrammar-vtense
?,',',0,?,',',0,?,PPR,0,0,unaligned
with,by,0,with,by,0,IN,IN,0,1,bigrammar-prep
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
'as no','a not',0,'as no','a not',0,'IN POS','DET PPR',1,1,bigrammar-det
?,so,0,?,so,0,?,RB,0,0,unaligned
on,to,0,on,to,0,IN,TO,1,1,bigrammar-prep
'audio image','audios images',0,'audio image','audio image',1,'JJ POS','NNS POS',1,1,bigrammar-nnum
proportional,proportionally,0,proportional,proportionally,0,JJ,RB,1,1,bigrammar-wform
error,errors,0,error,error,1,NN,NNS,1,0,bigrammar-nnum
',',?,0,',',?,0,PPR,?,0,0,unaligned
through,by,0,through,by,0,IN,IN,1,1,bigrammar-prep
transmitter,transmission,0,transmitter,transmission,0,NN,NN,1,1,bigrammar-wform
',',;,0,',',;,0,PPR,PPS,0,0,bigrammar-others
value,values,0,value,value,1,NN,NNS,1,1,bigrammar-nnum
value,values,0,value,value,1,NN,NNS,1,1,bigrammar-nnum
distance,distant,0,distance,distant,0,NN,JJ,1,1,bigrammar-wform
'audio quality at the transmission side','audio quality of the transmission',0,'audio quality at the transmission side','audio quality of the transmission',0,'JJ NN IN DET NN POS','JJ NN IN DET POS',1,1,para-colocation
value,values,0,value,value,1,NN,NNS,1,1,bigrammar-nnum
value,values,0,value,value,1,NN,NNS,1,1,bigrammar-nnum
channel,channels,0,channel,channel,1,NN,NNS,1,1,bigrammar-nnum
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
into,?,0,into,?,0,IN,?,0,0,mogrammar-prep
?,that,0,?,that,0,?,IN,0,0,unaligned
'same as',?,0,'same as',?,0,'JJ POS',?,0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,bigrammar-others
transmitter,transmission,0,transmitter,transmission,0,NN,NN,1,1,bigrammar-wform
',',?,0,',',?,0,PPR,?,0,0,unaligned
the,?,0,the,?,0,DET,?,0,0,unaligned
signal,signals,0,signal,signal,1,NN,NNS,1,1,bigrammar-nnum
'( )',?,0,'( )',?,0,'LRB PPS',?,0,0,unaligned
?,on,0,?,on,0,?,IN,0,0,mogrammar-prep
',',?,0,',',?,0,PPR,?,0,0,unaligned
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
And,The,0,And,The,0,CC,DET,1,0,bigrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
.,',',0,.,',',0,PP,PPR,1,1,typo-spelling
value,values,0,value,value,1,NN,NNS,1,1,bigrammar-nnum
signal,signals,0,signal,signal,1,NN,NNS,1,1,bigrammar-nnum
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
the,their,0,the,their,0,DET,PRPS,1,1,bigrammar-det
'in documents',?,0,'in document',?,0,'IN POS',?,0,0,unaligned
'word set based','word - set - based',0,'word set base','word - set - base',0,'NN NN PPR','NN PPS NN PPS PPR',1,1,typo-spelling
'vector based','vector - based',0,'vector base','vector - base',0,'NN PPR','NN PPS PPR',1,1,typo-spelling
the,?,0,the,?,0,DET,?,0,0,unaligned
?,',',0,?,',',0,?,PPR,0,0,unaligned
?,'however ,',0,?,'however ,',0,?,'RB PPR',0,0,unaligned
?,.,0,?,.,0,?,PP,0,0,unaligned
of,?,0,of,?,0,IN,?,0,0,unaligned
of,?,0,of,?,0,IN,?,0,0,unaligned
the,its,0,the,it,0,DET,PRPS,0,1,bigrammar-det
defining,define,0,define,define,1,VBG,VB,0,0,bigrammar-wform
?,to,0,?,to,0,?,TO,0,0,mogrammar-prep
'sub-graph .','subgraph ,',0,'sub-graph .','subgraph ,',0,'JJ SYM','NN PPR',1,1,typo-spelling
sub-graph,subgraph,0,sub-graph,subgraph,0,JJ,NN,0,0,typo-spelling
'They used',uses,0,'They use',use,0,'PRP PPR',NNS,1,1,bigrammar-vtense
graph,graphs,0,graph,graph,1,NN,NNS,1,1,bigrammar-nnum
document,documents,0,document,document,1,NN,NNS,1,1,bigrammar-nnum
of,'developed by',0,of,'develop by',0,IN,'VBN POS',1,1,bigrammar-prep
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
.,:,0,.,:,0,PP,PPS,1,1,bigrammar-others
Cat,Cats,0,Cat,Cats,0,NNP,NNS,0,0,bigrammar-nnum
eats,eat,0,eat,eat,1,VBZ,VB,0,0,bigrammar-inter
mouse,mice,0,mouse,mouse,1,NN,NNS,0,0,bigrammar-nnum
Mouse,Mice,0,Mouse,Mice,0,NNP,NNS,0,1,bigrammar-nnum
cat,cats,0,cat,cat,1,NN,NNS,1,0,bigrammar-nnum
meaning,meanings,0,mean,mean,1,NN,NNS,0,0,bigrammar-nnum
position,positions,0,position,position,1,NN,NNS,1,1,bigrammar-nnum
'position of words','word positions',0,'position of word','word position',0,'NN IN POS','NN POS',1,0,para-colocation
is,are,0,be,be,1,VBZ,VBP,0,1,bigrammar-inter
?,'be used to',0,?,'be use to',0,?,'VB VBN PPR',0,0,bigrammar-others
graph,graphs,0,graph,graph,1,NN,NNS,1,1,bigrammar-nnum
training,'is being trained',0,train,'be be train',0,NN,'VBZ VBG PPR',0,0,para-passact
neuron,neurons,0,neuron,neuron,1,NN,NNS,1,1,bigrammar-nnum
graph,graphs,0,graph,graph,1,NN,NNS,1,1,bigrammar-nnum
graph,graphs,0,graph,graph,1,NN,NNS,1,1,bigrammar-nnum
Firness,Fitness,0,Firness,Fitness,0,NNP,NNP,1,1,typo-spelling
',',.,0,',',.,0,PPR,PP,1,0,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,bigrammar-others
?,-,0,?,-,0,?,PPS,0,0,bigrammar-others
calculation,calculating,0,calculation,calculate,0,NN,VBG,1,1,bigrammar-wform
'would like to',?,0,'would like to',?,0,'MD IN PPR',?,0,0,unaligned
'based graph','based graph -',0,'base graph','base graph -',0,'VBN POS','VBN NN SYM',1,1,typo-spelling
implicit,implicitly,0,implicit,implicitly,0,JJ,RB,1,1,bigrammar-wform
set,a,0,set,a,0,NN,DET,1,1,bigrammar-det
propose,proposed,0,propose,propose,1,VB,JJ,1,1,bigrammar-vtense
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
problem,problems,0,problem,problem,1,NN,NNS,1,1,bigrammar-nnum
it,them,0,it,them,0,PRP,PRP,1,1,bigrammar-nnum
?,',',0,?,',',0,?,PPR,0,0,unaligned
?,',',0,?,',',0,?,PPR,0,0,unaligned
'that that',', ,',0,'that that',', ,',0,'IN POS','PPC PPR',0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
iteration;,'iteration ,',0,iteration;,'iteration ,',0,PPS,'NN PPR',1,1,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,unaligned
detailed,detail,0,detail,detail,1,JJ,NN,1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,bigrammar-others
at,to,0,at,to,0,IN,TO,1,1,bigrammar-prep
extend,extent,0,extend,extent,0,VB,NN,1,1,typo-spelling
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
'affect to much','affecting much',0,'affect to much','affect much',0,'VB TO PPR','VBG PPR',1,1,para-freeword
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,;,0,?,;,0,?,PPS,0,0,unaligned
'are remaining',remain,0,'be remain',remain,0,'VBP PPR',VB,1,1,bigrammar-vtense
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
',',', and',0,',',', and',0,PPR,'PPC PPS',1,1,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,bigrammar-others
In,From,0,In,From,0,IN,IN,1,1,bigrammar-prep
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
raising,rising,0,raise,rise,0,VBG,VBG,1,1,typo-spelling
concerns,concern,0,concern,concern,1,NNS,NN,1,1,bigrammar-inter
the,its,0,the,it,0,DET,PRPS,1,1,bigrammar-det
system,systems,0,system,system,1,NN,NNS,1,1,bigrammar-nnum
damages,damage,0,damage,damage,1,NNS,NN,1,1,bigrammar-nnum
'year is','years are',0,'year be','years be',0,'NN PPR','NNS POS',1,1,bigrammar-inter
'efforts are','effort is',0,'effort be','effort be',1,'NNS POS','NN PPR',1,1,bigrammar-inter
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
needs,need,0,need,need,1,NNS,NN,1,1,bigrammar-inter
teams,'the team',0,team,'the team',0,NNS,'DET POS',1,1,bigrammar-nnum
mean,means,0,mean,mean,1,JJ,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
aspect,aspects,0,aspect,aspect,1,NN,NNS,1,1,bigrammar-nnum
aspect,aspects,0,aspect,aspect,1,NN,NNS,1,1,bigrammar-nnum
parametric,parameters,0,parametric,parameter,0,NN,NNS,1,1,bigrammar-wform
facilitate,facilitating,0,facilitate,facilitate,1,VB,VBG,1,1,bigrammar-wform
'MeMVaTEx project research','MeMVaTEx research project',0,'MeMVaTEx project research','MeMVaTEx research project',0,'NNP NN POS','NNP NN POS',0,1,para-colocation
invests,investigates,0,invest,investigate,0,VBZ,VBZ,1,1,bigrammar-wform
EMS,'EMS -',0,EMS,'EMS -',0,NNP,'NNP SYM',1,0,typo-spelling
like,'such as',0,like,'such as',0,IN,'JJ POS',1,1,para-freeword
'Web site',website,0,'Web site',website,0,'NN POS',NN,1,1,typo-spelling
?,to,0,?,to,0,?,TO,0,0,mogrammar-prep
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
in,from,0,in,from,0,IN,IN,1,0,bigrammar-prep
revised,'revised been',0,revise,'revise be',0,JJ,'JJ PPR',1,1,para-passact
on,to,0,on,to,0,IN,TO,1,1,bigrammar-prep
represent,represents,0,represent,represent,1,VB,VBZ,1,1,bigrammar-inter
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
',',and,0,',',and,0,PPR,CC,1,1,bigrammar-others
'stereotype introduces','stereotypes introduce',0,'stereotype introduce','stereotype introduce',1,'NN PPR','NNS PPR',1,1,bigrammar-inter
'requirementtest case','between requirements and test cases',0,'requirementtest case','between requirement and test case',0,'NN POS','IN NNS CC NN POS',1,1,para-freeword
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-inter
case,cases,0,case,case,1,NN,NNS,1,1,bigrammar-nnum
'In SysML intended be used as ,',?,0,'In SysML intend be use as ,',?,0,'IN NNP VBN VB VBN IN PPR',?,0,0,unaligned
to,?,0,to,?,0,TO,?,0,0,unaligned
verification,vertification,0,verification,vertification,0,NN,NN,1,1,typo-spelling
test,testing,0,test,test,1,NN,NN,1,1,bigrammar-wform
'an operation a behavioral model','model either operational behavioral',0,'an operation a behavioral model','model either operational behavioral',0,'DET NN DET JJ POS','NN DET JJ PPR',0,0,para-freeword
State,Slate,0,State,Slate,0,NNP,NNP,1,1,typo-spelling
or,', and ,',0,or,', and ,',0,CC,'PPC CC PPR',1,0,bigrammar-others
?,',',0,?,',',0,?,PPR,0,0,unaligned
'the phases of the cylinders combustion','in-cylinder process combustion the',0,'the phase of the cylinder combustion','in-cylinder process combustion the',0,'DET NNS IN DET NNS POS','JJ NN NN POS',1,1,para-colocation
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
domain,domains,0,domain,domain,1,NN,NNS,1,1,bigrammar-nnum
extent,extend,0,extent,extend,0,NN,VB,1,0,typo-spelling
Requirement,Requirements,0,Requirement,Requirements,0,NN,NNS,1,1,bigrammar-nnum
element,elements,0,element,elements,0,NN,NNS,1,1,bigrammar-nnum
case,cases,0,case,case,1,NN,NNS,1,1,bigrammar-nnum
details,detail,0,detail,detail,1,NNS,NN,1,1,bigrammar-nnum
it,them,0,it,them,0,PRP,PRP,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
did,'" Did "',0,do,'" Did "',0,VBD,'PPR VBD PPR',1,0,typo-spelling
generally,'including general',0,generally,'include general',0,RB,'VBG PPR',1,1,para-freeword
did,'" Did "',0,do,'" Did "',0,VBD,'PPR VBD PPR',1,0,typo-spelling
by,to,0,by,to,0,IN,TO,1,1,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,unaligned
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-inter
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-inter
refer,reference,0,refer,reference,0,VB,NN,1,1,bigrammar-wform
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
and,',',0,and,',',0,CC,PPR,1,0,bigrammar-others
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
connect,'be connected',0,connect,'be connect',0,VB,'VB PPR',1,1,para-passact
from,?,0,from,?,0,IN,?,0,0,mogrammar-prep
process,processes,0,process,process,1,NN,NNS,1,1,bigrammar-nnum
methodology,methodologies,0,methodology,methodology,1,NN,NNS,1,1,bigrammar-nnum
?,to,0,?,to,0,?,TO,0,0,mogrammar-prep
requirement,requirements,0,requirement,requirement,1,NN,NNS,1,1,bigrammar-nnum
car,cars,0,car,car,1,NN,NNS,1,1,bigrammar-nnum
'it ,','It .',0,'it ,','It .',0,'PRP PPR','PRP SYM',1,1,bigrammar-others
', that','That .',0,', that','That .',0,'PPC POS','DET SYM',1,1,bigrammar-others
'there ,','There .',0,'there ,','There .',0,'EX PPR','EX SYM',1,1,bigrammar-others
', point','. Point',0,', point','. Point',0,'PPC POS','SYM POS',1,1,bigrammar-others
type,types,0,type,type,1,NN,NNS,1,1,bigrammar-nnum
',',and,0,',',and,0,PPR,CC,1,0,bigrammar-others
self-evolve,'self evolve -',0,self-evolve,'self evolve -',0,JJ,'NN VB SYM',0,1,typo-spelling
',',?,0,',',?,0,PPR,?,0,0,bigrammar-others
as:,as,0,as:,as,0,PPS,IN,1,1,bigrammar-others
of,?,0,of,?,0,IN,?,0,0,unaligned
satisfied,satisfying,0,satisfy,satisfy,1,JJ,JJ,1,1,bigrammar-wform
', section','. Section',0,', section','. Section',0,'PPC POS','SYM POS',1,1,bigrammar-others
', the','. The',0,', the','. The',0,'PPC POS','SYM POS',1,1,bigrammar-others
.,?,0,.,?,0,PP,?,0,0,unaligned
comes,coming,0,come,come,1,VBZ,VBG,1,1,bigrammar-vtense
are,being,0,be,be,1,VBP,VBG,0,0,bigrammar-vtense
to,as,0,to,as,0,TO,IN,1,0,bigrammar-prep
'period :','period,',0,'period :','period,',0,'NN SYM',PPR,1,0,bigrammar-others
'for example','for example,',0,'for example','for example,',0,'IN POS','IN PPR',0,0,para-freeword
follow,follows,0,follow,follow,1,VB,VBZ,1,1,bigrammar-inter
stopping,stops,0,stop,stop,1,NN,NNS,1,1,bigrammar-vtense
becoming,becomes,0,become,become,1,VBG,VBZ,1,1,bigrammar-vtense
or,?,0,or,?,0,CC,?,0,0,unaligned
'vice versa',?,0,'vice versa',?,0,'NN PPR',?,0,0,unaligned
?,to,0,?,to,0,?,TO,0,0,mogrammar-prep
basing,based,0,base,base,1,VBG,VBN,1,1,bigrammar-vtense
', the','. The',0,', the','. The',0,'PPC POS','SYM POS',1,1,bigrammar-others
', figure','. Figure',0,', figure','. Figure',0,'PPC POS','SYM POS',1,1,bigrammar-others
', together','Together .',0,', together','Together .',0,'PPC PPR','RB SYM',1,1,bigrammar-others
',','and ,',0,',','and ,',0,PPR,'CC PPR',1,1,bigrammar-others
',',:,0,',',:,0,PPR,PPS,0,0,bigrammar-others
?,and,0,?,and,0,?,CC,0,0,bigrammar-others
context,'context,',0,context,'context,',0,NN,PPR,1,1,bigrammar-others
'corpus based',corpus-based,0,'corpus base',corpus-based,0,'NNS PPR',JJ,1,1,typo-spelling
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
the,?,0,the,?,0,DET,?,0,0,unaligned
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
no,a,0,no,a,0,DET,DET,1,1,bigrammar-det
detected,'detected were',0,detect,'detect be',0,VBN,'VBD PPR',0,1,para-passact
?,'which are',0,?,'which be',0,?,'WDT POS',0,0,bigrammar-others
treebank,Treebank,0,treebank,Treebank,0,NN,NNP,1,1,typo-spelling
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
',',?,0,',',?,0,PPR,?,0,0,unaligned
the,this,0,the,this,0,DET,DET,0,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,unaligned
Treebank,treebank,0,Treebank,treebank,0,NNP,NN,1,0,typo-spelling
is,are,0,be,be,1,VBZ,VBP,0,0,bigrammar-inter
word,words,0,word,word,1,NN,NNS,0,1,bigrammar-nnum
',',?,0,',',?,0,PPR,?,0,0,unaligned
'that a has to solve',?,0,'that a have to solve',?,0,'IN DET VBZ TO PPR',?,0,0,unaligned
treebank,?,0,treebank,?,0,NN,?,0,0,unaligned
?,',',0,?,',',0,?,PPR,0,0,unaligned
where,'for which',0,where,'for which',0,WRB,'IN POS',1,1,para-freeword
'not to split','instead of splitting',0,'not to split','instead of split',0,'RB TO POS','RB IN POS',1,1,para-freeword
than,', rather than',0,than,', rather than',0,IN,'PPC RB POS',1,1,para-freeword
'faces some difficulties coming from','Because discussed , there are challenges in of the',0,'face some difficulty come from','Because discuss , there be challenge in of the',0,'VBZ DET NNS VBG POS','IN VBN PPC RB VBP NNS IN IN POS',0,0,para-freeword
the,?,0,the,?,0,DET,?,0,0,unaligned
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
'on how segment to','as the methodology for segmenting to',0,'on how segment to','as the methodology for segment to',0,'IN WRB NN PPR','IN DET NN IN VBG PPR',1,1,para-freeword
like,', as is the case for',0,like,', as be the case for',0,IN,'PPC IN VBZ DET NN POS',1,1,para-freeword
where,'for which',0,where,'for which',0,WRB,'IN POS',0,1,para-freeword
?,',',0,?,',',0,?,PPR,0,0,unaligned
represents,represent,0,represent,represent,1,VBZ,VB,1,1,bigrammar-inter
resulted,'resulted thus',0,result,'result thus',0,VBN,'VBD PPR',1,1,para-freeword
segmenation,segmentation,0,segmenation,segmentation,0,NN,NN,1,1,typo-spelling
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
treebank,Treebank,0,treebank,Treebank,0,NN,NNP,1,1,typo-spelling
casess,instances,0,case,instance,0,NNS,NNS,1,1,typo-spelling
studied,'studied been',0,study,'study be',0,VBN,'VBN PPR',0,1,para-passact
to,at,0,to,at,0,TO,IN,1,0,bigrammar-prep
?,up,0,?,up,0,?,IN,0,0,bigrammar-others
separated,'separated that are',0,separate,'separate that be',0,JJ,'JJ IN POS',1,0,para-freeword
with,from,0,with,from,0,IN,IN,1,1,bigrammar-prep
?,'as ,',0,?,'as ,',0,?,'IN PPR',0,0,bigrammar-others
'words of which',words;,0,'word of which',words;,0,'NNS IN POS',PPS,1,1,para-freeword
the,?,0,the,?,0,DET,?,0,0,unaligned
unfamiliar,'unfamiliar who are',0,unfamiliar,'unfamiliar who be',0,JJ,'JJ WP POS',1,1,para-freeword
of,'as to',0,of,'as to',0,IN,'IN PPR',1,1,bigrammar-prep
give,gave,0,give,give,1,VB,VBD,1,1,bigrammar-vtense
words,word,0,word,word,1,NNS,NN,1,1,bigrammar-nnum
?,',',0,?,',',0,?,PPR,0,0,unaligned
'in general',generally,0,'in general',generally,0,'IN PPR',RB,0,0,bigrammar-wform
'a ff ected',affected,0,'a ff ected',affect,0,'DET NN POS',JJ,1,1,typo-spelling
of,for,0,of,for,0,IN,IN,0,1,bigrammar-prep
inconsistency,inconsistencies,0,inconsistency,inconsistency,1,NN,NNS,1,1,bigrammar-nnum
?,to,0,?,to,0,?,TO,0,0,bigrammar-others
'di ff erent',different,0,'di ff erent',different,0,'NNP NN POS',JJ,1,1,typo-spelling
',',', and',0,',',', and',0,PPR,'PPC PPS',1,1,para-freeword
