s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
increasing,increase,0,increase,increase,1,VBG,NN,1,1,Wform
on,on,1,on,on,1,IN,IN,1,0,Pref
down,down,1,down,down,1,RB,RB,1,0,Wa
provide,provides,0,provide,provide,1,VB,VBZ,1,1,Vt
and,and,1,and,and,1,CC,CC,1,1,Vt
paying,paid,0,pay,pay,1,VBG,VBN,1,1,Mec
for,for,1,for,for,1,IN,IN,0,1,Mec
believe,believes,0,believe,believe,1,VB,VBZ,1,1,SVA
and,and,1,and,and,1,CC,CC,1,0,Mec
possessed,have,0,possess,have,0,VBN,VB,1,1,Vform
more,?,0,more,?,0,JJR,?,0,0,Rloc
could,can,0,could,can,0,MD,MD,1,1,Vform
who,who,1,who,who,1,WP,WP,1,0,Vform
introducing,introduction,0,introduce,introduction,0,VBG,NN,1,1,Wform
Singaporeans,Singaporeans,1,Singaporeans,Singaporeans,1,NNP,NNP,1,0,Vt
Singaporeans,Singaporeans,1,Singaporeans,Singaporeans,1,NNP,NNP,1,0,Vt
and,and,1,and,and,1,CC,CC,1,0,Vt
75,75,1,75,75,1,CD,CD,1,1,Mec
in,in,1,in,in,1,IN,IN,1,1,Mec
and,and,1,and,and,1,CC,CC,1,1,Vt
a,?,0,a,?,0,DET,?,0,0,Rloc
governments,government,0,government,government,1,NNS,NN,0,0,SVA
the,the,1,the,the,1,DET,DET,1,1,Mec
AARP,?,0,AARP,?,0,NNP,?,0,0,Wa
saving,saving,1,save,save,1,NN,NN,1,1,Wform
',',',',1,',',',',1,PPR,PPR,1,0,Wform
get,gets,0,get,get,1,VB,VBZ,1,1,Vt
strongly,strongly,1,strongly,strongly,1,RB,RB,1,0,Vform
response,respond,0,response,respond,0,NN,VB,1,1,Vform
antiquated,old-fashioned,0,antiquate,old-fashioned,0,JJ,JJ,1,0,Vform
for,for,1,for,for,1,IN,IN,1,0,Mec
compare,compared,0,compare,compare,1,VB,VBN,1,1,Vt
mentioned,?,0,mention,?,0,VBN,?,0,0,Rloc
above,?,0,above,?,0,IN,?,0,0,Rloc
tremendously,tremendous,0,tremendously,tremendous,0,RB,JJ,1,1,WOadv
in,?,0,in,?,0,IN,?,0,0,Rloc
Diderich,Diderich,1,Diderich,Diderich,1,NNP,NNP,1,1,Mec
Khalik,Khalik,1,Khalik,Khalik,1,NNP,NNP,1,1,Mec
many,that,0,many,that,0,JJ,IN,1,1,Trans
Princeton,Princeton,1,Princeton,Princeton,1,NNP,NNP,1,1,Mec
Chia,Chia,1,Chia,Chia,1,NNP,NNP,1,1,Mec
Singapore,Singapore,1,Singapore,Singapore,1,NNP,NNP,1,0,SVA
the,?,0,the,?,0,DET,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
available,available,1,available,available,1,JJ,JJ,1,1,Vt
weapons,weapons,1,weapon,weapon,1,NNS,NNS,1,1,SVA
20501,2050,0,20501,2050,0,CD,CD,1,1,Mec
about,?,0,about,?,0,IN,?,0,0,Rloc
its,its,1,it,it,1,PRPS,PRPS,1,1,Wform
generation,generation,1,generation,generation,1,NN,NN,1,0,Trans
and,and,1,and,and,1,CC,CC,1,1,Wform
Singapore,Singapore,1,Singapore,Singapore,1,NNP,NNP,1,0,Mec
many,many,1,many,many,1,JJ,JJ,1,0,Mec
retirement,retirement,1,retirement,retirement,1,NN,NN,1,0,Vt
every,every,1,every,every,1,DET,DET,1,0,Wform
people,person,0,people,person,0,NNS,NN,1,0,Vm
thousand,thousand,1,thousand,thousand,1,CD,CD,1,0,Wtone
1,?,0,1,?,0,CD,?,0,0,Cit
2,?,0,2,?,0,CD,?,0,0,Cit
the,the,1,the,the,1,DET,DET,1,0,Wform
4,?,0,4,?,0,CD,?,0,0,Cit
those,these,0,those,these,0,DET,DET,1,1,Wform
appliance,application,0,appliance,application,0,NN,NN,1,1,Wform
bringing,brings,0,bring,bring,1,VBG,VBZ,1,1,Wform
make,make,1,make,make,1,VB,VB,1,0,Wform
longer,longer,1,long,long,1,RB,RB,1,0,Trans
not,not,1,not,not,1,RB,RB,1,0,Wform
eventually,eventually,1,eventually,eventually,1,RB,RB,1,0,Wform
scheme,schemes,0,scheme,scheme,1,NN,NNS,1,1,Wform
working,working,1,work,work,1,VBG,VBG,1,0,Wform
group,groups,0,group,group,1,NN,NNS,1,1,Wform
problem,problems,0,problem,problem,1,NN,NNS,1,1,Wform
',',',',1,',',',',1,PPR,PPR,1,0,Wform
valuable,valuable,1,valuable,valuable,1,JJ,JJ,1,0,Wform
the,the,1,the,the,1,DET,DET,1,0,Wform
money,money,1,money,money,1,NN,NN,1,0,Mec
PC,PC,1,PC,PC,1,NNP,NNP,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,1,Wform
rises,rise,0,rise,rise,1,NNS,NN,1,1,Wform
percent,percent,1,percent,percent,1,NN,NN,1,1,Wform
large,large,1,large,large,1,JJ,JJ,1,0,Wform
also,also,1,also,also,1,RB,RB,1,0,Trans
relationship,relationships,0,relationship,relationship,1,NN,NNS,1,1,Wform
also,also,1,also,also,1,RB,RB,1,1,Wform
elderly,elderly,1,elderly,elderly,1,JJ,JJ,0,0,Wform
use,?,0,use,?,0,NN,?,0,0,WOinc
to,to,1,to,to,1,TO,TO,1,1,Wform
a,an,0,a,an,0,DET,DET,1,1,ArtOrDet
couple,couple,1,couple,couple,1,NN,NN,1,1,Vform
no,no,1,no,no,1,DET,DET,1,0,Wform
their,their,1,their,their,1,PRPS,PRPS,1,0,Wform
Singaporean,Singaporeans,0,Singaporean,Singaporeans,0,NNP,NNP,1,1,Wform
incomes,income,0,income,income,1,NNS,NN,1,0,Wform
and,while,0,and,while,0,CC,IN,0,1,Trans
fundamental,fundamental,1,fundamental,fundamental,1,JJ,JJ,1,0,Wform
have,has,0,have,have,1,VB,VBZ,1,1,Vform
hand,hand,1,hand,hand,1,NN,NN,1,1,Mec
to,to,1,to,to,1,TO,TO,1,0,ArtOrDet
ease,eased,0,ease,ease,1,NN,VBD,1,1,Wform
elderly,elderly,1,elderly,elderly,1,JJ,JJ,1,0,Wform
illness,illnesses,0,illness,illness,1,NN,NNS,1,1,SVA
significantly,significant,0,significantly,significant,0,RB,JJ,1,1,Wform
researches,research,0,research,research,1,VBZ,NN,1,1,Wform
term,turn,0,term,turn,0,NN,NN,1,0,Mec
slow,slows,0,slow,slow,1,JJ,VBZ,0,1,Wform
promoting,promotes,0,promote,promote,1,VBG,VBZ,1,1,Wform
help,helped,0,help,help,1,NN,VBN,1,1,Vt
of,of,1,of,of,1,IN,IN,1,1,Mec
body,bodily,0,body,bodily,0,NN,RB,1,1,Wform
such,such,1,such,such,1,JJ,JJ,1,0,Wform
defined,defined,1,define,define,1,VBN,VBN,1,1,Mec
medicine,medicine,1,medicine,medicine,1,NN,NN,1,0,Mec
industry,industry,1,industry,industry,1,NN,NN,1,1,Wform
elderly,elder,0,elderly,elder,0,JJ,JJR,1,1,Wform
with,with,1,with,with,1,IN,IN,1,1,ArtOrDet
easing,ease,0,ease,ease,1,NN,NN,1,1,Wform
giving,giving,1,give,give,1,VBG,VBG,1,1,Wform
easing,ease,0,ease,ease,1,NN,NN,1,1,Wform
aged,age,0,age,age,1,VBN,NN,1,1,Wform
bring,have,0,bring,have,0,VB,VB,1,1,Wtone
elderly,elderly,1,elderly,elderly,1,JJ,JJ,0,0,Wform
mean,means,0,mean,mean,1,JJ,NNS,1,1,Wform
that,that,1,that,that,1,IN,IN,1,0,Wform
driven,?,0,drive,?,0,VBN,?,0,0,Rloc
more,more,1,more,more,1,JJR,JJR,1,1,Wform
be,be,1,be,be,1,VB,VB,1,0,Wtone
acute,acute,1,acute,acute,1,JJ,JJ,1,0,Um
hospital,hospitals,0,hospital,hospital,1,NN,NNS,1,1,Wform
had,has,0,have,have,1,VBD,VBZ,1,1,Vt
fulfilling,fulfill,0,fulfil,fulfill,0,VBG,VB,0,1,Wform
decades,decade,0,decade,decade,1,NNS,NN,1,0,Wform
(,(,1,(,(,1,LRB,LRB,1,1,Vt
elderly,elderly,1,elderly,elderly,1,JJ,JJ,1,0,Wform
on,on,1,on,on,1,IN,IN,0,0,Pref
children,children,1,child,child,1,NNS,NNS,0,1,Mec
had,has,0,have,have,1,VBD,VBZ,1,1,Vt
learnt,learn,0,learn,learn,1,NN,VB,1,0,Vt
solely,?,0,solely,?,0,RB,?,0,0,Rloc
the,the,1,the,the,1,DET,DET,1,0,Wform
their,their,1,their,their,1,PRPS,PRPS,1,1,Mec
one,one,1,one,one,1,CD,CD,1,0,Wform
form,form,1,form,form,1,NN,NN,1,1,Wform
of,of,1,of,of,1,IN,IN,1,0,Wform
made,made,1,make,make,1,VBN,VBN,1,0,Wform
age,ages,0,age,age,1,NN,NNS,1,0,Wform
falls,fall,0,fall,fall,1,NNS,NN,1,1,Wform
steps-free,step,0,steps-free,step,0,JJ,NN,1,1,Wform
which,which,1,which,which,1,WDT,WDT,1,0,Vt
elderly,elder,0,elderly,elder,0,JJ,JJR,1,1,Wform
valuable,valuable,1,valuable,valuable,1,JJ,JJ,1,1,Vform
increased,increase,0,increase,increase,1,JJ,NN,1,1,Wform
grew,grows,0,grow,grow,1,VBD,VBZ,1,1,Wform
caused,cause,0,cause,cause,1,VBN,NN,0,1,Wform
on,on,1,on,on,1,IN,IN,1,0,Mec
as,as,1,as,as,1,IN,IN,1,1,Mec
youth,youth,1,youth,youth,1,NN,NN,1,0,Trans
daily,daily,1,daily,daily,1,JJ,JJ,1,0,Wform
dressing,dressed,0,dress,dress,1,VBG,VBN,1,1,Wform
fourty,forty,0,fourty,forty,0,NN,NN,1,1,Mec
and,and,1,and,and,1,CC,CC,1,0,Wform
that,that,1,that,that,1,IN,IN,1,0,Wform
as,?,0,as,?,0,IN,?,0,0,Rloc
subsidy,subsidise,0,subsidy,subsidise,0,NN,NN,1,1,Wform
benefits,benefit,0,benefit,benefit,1,NNS,NN,1,1,Wform
infrastructure,infrastructure,1,infrastructure,infrastructure,1,NN,NN,1,0,Wform
and,and,1,and,and,1,CC,CC,1,0,Wform
uses,use,0,use,use,1,NNS,NN,1,1,Wform
constant,constant,1,constant,constant,1,JJ,JJ,1,0,Wform
concern,concerned,0,concern,concern,1,NN,JJ,1,1,Wform
relief,relieve,0,relief,relieve,0,NN,VB,1,1,Wform
pass,passes,0,pass,pass,1,NN,NNS,1,0,Vt
provides,provides,1,provide,provide,1,VBZ,VBZ,1,1,Wform
age,ages,0,age,age,1,NN,NNS,1,0,Wform
Singapore,Singapore,1,Singapore,Singapore,1,NNP,NNP,1,0,Mec
some,some,1,some,some,1,DET,DET,1,0,Wform
troubles,challenges,0,trouble,challenge,0,NNS,NNS,1,1,Wtone
lie,lies,0,lie,lie,1,NN,NNS,1,1,Wform
effort,effort,1,effort,effort,1,NN,NN,1,0,Wform
saving,saving,1,save,save,1,NN,NN,1,0,Wform
reach,reach,1,reach,reach,1,NN,NN,1,0,ArtOrDet
and,and,1,and,and,1,CC,CC,1,1,Wform
MNCs,?,0,MNCs,?,0,NNP,?,0,0,Wa
contribute,contributed,0,contribute,contribute,1,VB,VBN,1,1,Vt
planning,plan,0,plan,plan,1,NN,NN,1,1,Wform
the,the,1,the,the,1,DET,DET,1,0,Mec
later,latter,0,later,latter,0,RB,JJ,1,0,Wform
individual,individual,1,individual,individual,1,JJ,JJ,1,0,SVA
complexity,complexity,1,complexity,complexity,1,NN,NN,1,1,Um
Lincoln,Lincoln,1,Lincoln,Lincoln,1,NNP,NNP,1,0,SVA
they,they,1,they,they,1,PRP,PRP,1,0,Vt
support,support,1,support,support,1,NN,NN,1,1,Vt
they,they,1,they,they,1,PRP,PRP,1,0,Vt
our,?,0,our,?,0,PRPS,?,0,0,Rloc
not,not,1,not,not,1,RB,RB,1,1,Pref
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
',',',',1,',',',',1,PPR,PPR,1,1,SVA
also,also,1,also,also,1,RB,RB,1,0,Vt
62,62,1,62,62,1,CD,CD,1,1,Vt
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
as,as,1,as,as,1,IN,IN,1,0,Wform
But,?,0,But,?,0,CC,?,0,0,Rloc
had,have,0,have,have,1,VBD,VB,0,1,Vt
in,?,0,in,?,0,IN,?,0,0,Rloc
will,would,0,will,would,0,MD,MD,1,1,Vm
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
And,?,0,And,?,0,CC,?,0,0,Rloc
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
many,?,0,many,?,0,JJ,?,0,0,Rloc
Those,?,0,Those,?,0,DET,?,0,0,Rloc
works,works,1,work,work,1,NNS,NNS,1,1,ArtOrDet
as,as,1,as,as,1,IN,IN,1,1,Npos
cancer,cancer,1,cancer,cancer,1,NN,NN,1,0,Npos
the,the,1,the,the,1,DET,DET,1,0,Wform
an,an,1,an,an,1,DET,DET,1,0,Wform
aged,aged,1,age,age,1,VBN,VBN,1,0,SVA
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
out,?,0,out,?,0,IN,?,0,0,Rloc
Several,?,0,Several,?,0,JJ,?,0,0,Rloc
has,have,0,have,have,1,VBZ,VB,1,1,SVA
the,a,0,the,a,0,DET,DET,1,1,ArtOrDet
it,it,1,it,it,1,PRP,PRP,1,1,SVA
are,are,1,be,be,1,VBP,VBP,1,1,Npos
elder,elderly,0,elder,elderly,0,JJR,JJ,1,1,Wform
enjoy,enjoying,0,enjoy,enjoy,1,VB,VBG,1,1,Vform
housings,housing,0,house,house,1,NNS,NN,1,0,SVA
a,?,0,a,?,0,DET,?,0,0,ArtOrDet
whilst,whilst,1,whilst,whilst,1,NN,NN,1,0,Vform
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
attributed,related,0,attribute,relate,0,VBN,JJ,1,1,Rloc
'%','%',1,'%','%',1,POS,POS,1,1,Pref
Being,?,0,Being,?,0,VBG,?,0,0,Rloc
10,10,1,10,10,1,CD,CD,1,0,Mec
an,an,1,an,an,1,DET,DET,1,1,Mec
that,which,0,that,which,0,IN,WDT,1,1,Ssub
costs,?,0,cost,?,0,NNS,?,0,0,Rloc
into,?,0,into,?,0,IN,?,0,0,Rloc
has,have,0,have,have,1,VBZ,VB,1,1,SVA
has,has,1,have,have,1,VBZ,VBZ,1,0,Vt
to,?,0,to,?,0,TO,?,0,0,Rloc
in,?,0,in,?,0,IN,?,0,0,Rloc
of,?,0,of,?,0,IN,?,0,0,Rloc
many,much,0,many,much,0,JJ,RB,1,1,ArtOrDet
national,national,1,national,national,1,JJ,JJ,1,1,Ssub
by,?,0,by,?,0,IN,?,0,0,Rloc
Churches,Churches,1,Churches,Churches,1,NNS,NNS,1,0,Mec
with,and,0,with,and,0,IN,CC,1,1,Srun
the,?,0,the,?,0,DET,?,0,0,Rloc
if,if,1,if,if,1,IN,IN,1,0,ArtOrDet
limit,limit,1,limit,limit,1,NN,NN,0,0,Vt
as,as,1,as,as,1,IN,IN,1,0,Wform
aged,?,0,age,?,0,VBN,?,0,0,Rloc
the,a,0,the,a,0,DET,DET,1,1,ArtOrDet
by,?,0,by,?,0,IN,?,0,0,Rloc
The,?,0,The,?,0,DET,?,0,0,Rloc
The,?,0,The,?,0,DET,?,0,0,Rloc
aged,aged,1,age,age,1,VBN,VBN,1,0,SVA
not,not,1,not,not,1,RB,RB,0,0,Wform
budget,budget,1,budget,budget,1,NN,NN,1,0,Vt
or,?,0,or,?,0,CC,?,0,0,Rloc
Old-aged,?,0,Old-aged,?,0,JJ,?,0,0,Rloc
required,?,0,require,?,0,VBN,?,0,0,Rloc
be,be,1,be,be,1,VB,VB,1,1,Wform
the,?,0,the,?,0,DET,?,0,0,Rloc
old-age,?,0,old-age,?,0,JJ,?,0,0,Rloc
for,for,1,for,for,1,IN,IN,1,1,SVA
citizen,n,0,citizen,n,0,NN,NN,1,0,Npos
',',?,0,',',?,0,PPR,?,0,0,Rloc
a,the,0,a,the,0,DET,DET,1,1,ArtOrDet
with,with,1,with,with,1,IN,IN,1,1,Srun
deliver,delivered,0,deliver,deliver,1,VB,VBN,1,1,Vt
old-aged,?,0,old-aged,?,0,JJ,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
'{money',?,0,'{money',?,0,POS,?,0,0,Rloc
',',?,0,',',?,0,PPR,?,0,0,Rloc
assistants,ce,0,assistant,ce,0,NNS,NN,1,1,Wform
have,?,0,have,?,0,VB,?,0,0,Rloc
many,many,1,many,many,1,JJ,JJ,1,1,Vt
to,to,1,to,to,1,TO,TO,1,1,Vform
tax,?,0,tax,?,0,NN,?,0,0,Rloc
that,when,0,that,when,0,IN,WRB,1,1,Ssub
prevent,preventing,0,prevent,prevent,1,VB,VBG,1,1,Spar
Having,?,0,Having,?,0,VBG,?,0,0,Rloc
people,?,0,people,?,0,NNS,?,0,0,Rloc
declines,?,0,decline,?,0,NNS,?,0,0,Rloc
bear,bear,1,bear,bear,1,NN,NN,1,0,ArtOrDet
excess,excessive,0,excess,excessive,0,JJ,JJ,1,1,Wform
the,a,0,the,a,0,DET,DET,1,1,ArtOrDet
expenditures,?,0,expenditure,?,0,NNS,?,0,0,Rloc
actually,?,0,actually,?,0,RB,?,0,0,Rloc
bear,bear,1,bear,bear,1,NN,NN,1,0,ArtOrDet
decrease,es,0,decrease,es,0,NN,NNS,1,1,SVA
competitiveness,competitiveness,1,competitiveness,competitiveness,1,NN,NN,1,1,Pref
elderly-,elderly-,1,elderly-,elderly-,1,NN,NN,1,1,Srun
than,than,1,than,than,1,IN,IN,1,0,Vt
Singapore,Singapore,1,Singapore,Singapore,1,NNP,NNP,1,1,Srun
in,in,1,in,in,1,IN,IN,1,0,Vform
wonder,wonder,1,wonder,wonder,1,NN,NN,1,0,Ssub
elderly,elderly,1,elderly,elderly,1,JJ,JJ,1,0,Vt
of,?,0,of,?,0,IN,?,0,0,Rloc
remain,?,0,remain,?,0,VB,?,0,0,Rloc
the,their,0,the,their,0,DET,PRPS,1,0,Pref
of,of,1,of,of,1,IN,IN,1,0,ArtOrDet
difficulty,difficulty,1,difficulty,difficulty,1,NN,NN,1,0,Mec
of,of,1,of,of,1,IN,IN,1,0,ArtOrDet
aged,?,0,age,?,0,VBN,?,0,0,Rloc
the,the,1,the,the,1,DET,DET,1,0,Wform
the,the,1,the,the,1,DET,DET,1,1,Pref
at,?,0,at,?,0,IN,?,0,0,Rloc
age,?,0,age,?,0,NN,?,0,0,Rloc
2009,2009,1,2009,2009,1,CD,CD,1,1,Vt
age,?,0,age,?,0,NN,?,0,0,Rloc
hopes,hoped,0,hope,hope,1,NNS,VBN,1,1,Vt
stating,stating,1,state,state,1,VBG,VBG,1,1,Wform
Pension,Pension,1,Pension,Pension,1,NNP,NNP,1,0,Mec
main-,?,0,main-,?,0,NN,?,0,0,Rloc
job,job,1,job,job,1,NN,NN,1,1,ArtOrDet
has,have,0,have,have,1,VBZ,VB,1,1,SVA
demographic,?,0,demographic,?,0,JJ,?,0,0,Rloc
',',?,0,',',?,0,PPR,?,0,0,Rloc
allows,?,0,allow,?,0,VBZ,?,0,0,Rloc
aged,aged,1,age,age,1,VBN,VBN,1,0,SVA
Then,?,0,Then,?,0,RB,?,0,0,Rloc
make,made,0,make,make,1,VB,VBN,1,1,Vt
struggling,struggle,0,struggle,struggle,1,VBG,NN,1,1,SVA
younger,younger,1,young,young,1,JJR,JJR,1,1,Vt
point,ted,0,point,ted,0,NN,NN,1,1,Vt
they,they,1,they,they,1,PRP,PRP,1,0,Vt
are,are,1,be,be,1,VBP,VBP,1,0,Vt
from,?,0,from,?,0,IN,?,0,0,Rloc
will,will,1,will,will,1,MD,MD,1,0,Vt
system,system,1,system,system,1,NN,NN,1,0,SVA
makes,?,0,make,?,0,VBZ,?,0,0,Rloc
increase,increase,1,increase,increase,1,NN,NN,1,0,Vt
give,gives,0,give,give,1,VB,VBZ,1,1,SVA
aging,aging,1,age,age,1,VBG,VBG,1,0,Srun
especially,e,0,especially,e,0,RB,NN,0,1,ArtOrDet
',',',',1,',',',',1,PPR,PPR,1,0,ArtOrDet
'n\'t','n\'t',1,n\t,n\t,1,POS,POS,1,1,Srun
2009,2009,1,2009,2009,1,CD,CD,1,1,SVA
),),1,),),1,RRB,RRB,1,1,Vt
Furthermore,?,0,Furthermore,?,0,RB,?,0,0,Rloc
examples,?,0,example,?,0,NNS,?,0,0,Rloc
Moreover,?,0,Moreover,?,0,RB,?,0,0,Rloc
almost,?,0,almost,?,0,RB,?,0,0,Rloc
their,their,1,their,their,1,PRPS,PRPS,1,0,Srun
family,?,0,family,?,0,NN,?,0,0,Rloc
Government,g,0,Government,g,0,NNP,SYM,1,1,Mec
elderly,?,0,elderly,?,0,JJ,?,0,0,Rloc
that,this,0,that,this,0,IN,DET,1,1,ArtOrDet
field,field,1,field,field,1,NN,NN,1,0,SVA
wonder,wonder,1,wonder,wonder,1,NN,NN,1,0,Trans
it,it,1,it,it,1,PRP,PRP,0,0,Vt
despite,despite,1,despite,despite,1,IN,IN,1,0,Pref
invested,invested,1,invest,invest,1,VBN,VBN,1,1,Mec
there,there,1,there,there,1,RB,RB,1,0,SVA
was,is,0,be,be,1,VBD,VBZ,1,1,Vt
needed,?,0,need,?,0,VBN,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
help,helps,0,help,help,1,NN,VBZ,1,1,SVA
so,?,0,so,?,0,RB,?,0,0,Rloc
indeed,?,0,indeed,?,0,RB,?,0,0,Rloc
age,?,0,age,?,0,NN,?,0,0,Mec
Board,Board,1,Board,Board,1,NNP,NNP,1,1,Mec
with,?,0,with,?,0,IN,?,0,0,Rloc
Lee,Lee,1,Lee,Lee,1,NNP,NNP,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,1,Srun
CPF,CPF,1,CPF,CPF,1,NNP,NNP,1,1,Mec
the,the,1,the,the,1,DET,DET,1,1,Npos
Khalik,Khalik,1,Khalik,Khalik,1,NNP,NNP,1,1,Mec
allow,wed,0,allow,wed,0,VB,VBN,1,1,Spar
it,?,0,it,?,0,PRP,?,0,0,Rloc
These,?,0,These,?,0,DET,?,0,0,Rloc
inability,inability,1,inability,inability,1,NN,NN,1,1,Pref
following,?,0,follow,?,0,VBG,?,0,0,Rloc
Sates,States,0,Sates,States,0,NNP,NNP,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,1,Mec
especially,?,0,especially,?,0,RB,?,0,0,Rloc
from,from,1,from,from,1,IN,IN,1,0,ArtOrDet
the,an,0,the,an,0,DET,DET,1,0,Wform
for,for,1,for,for,1,IN,IN,1,0,Srun
only,only,1,only,only,1,RB,RB,1,0,Vform
are,are,1,be,be,1,VBP,VBP,1,1,Wform
Provident,Provident,1,Provident,Provident,1,NNP,NNP,1,0,Mec
cases,?,0,case,?,0,NNS,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
'elderly"','elderly"',1,'elderly"','elderly"',1,PPR,PPR,1,1,Vm
not,not,1,not,not,1,RB,RB,1,0,Vform
support,support,1,support,support,1,NN,NN,1,0,Pref
class,class,1,class,class,1,NN,NN,0,0,SVA
themselves,s,0,themselves,s,0,PRP,PRP,1,0,Srun
are,were,0,be,be,1,VBP,VBD,1,1,Vt
enforce,enforce,1,enforce,enforce,1,VB,VB,1,0,Pref
included,include,0,include,include,1,VBN,VB,1,1,Vt
near,near,1,near,near,1,IN,IN,1,1,Others
use,use,1,use,use,1,NN,NN,1,0,ArtOrDet
government,government,1,government,government,1,NN,NN,1,0,SVA
the,the,1,the,the,1,DET,DET,1,0,Wform
through,?,0,through,?,0,IN,?,0,0,Rloc
various,?,0,various,?,0,JJ,?,0,0,Rloc
Takayama,Takayama,1,Takayama,Takayama,1,NNP,NNP,1,1,Mec
areas,areas,1,area,area,1,NNS,NNS,1,1,Mec
Edwards,Edwards,1,Edwards,Edwards,1,NNP,NNP,1,1,Vt
Summer,Summer,1,Summer,Summer,1,NNP,NNP,1,1,Mec
and,and,1,and,and,1,CC,CC,1,1,Mec
and,and,1,and,and,1,CC,CC,1,1,Mec
Peterson,Peterson,1,Peterson,Peterson,1,NNP,NNP,1,1,Mec
Education,Education,1,Education,Education,1,NNP,NNP,1,1,Mec
Peterson,Peterson,1,Peterson,Peterson,1,NNP,NNP,1,1,Mec
Singapore,Singapore,1,Singapore,Singapore,1,NNP,NNP,1,1,Mec
announced,announced,1,announce,announce,1,VBN,VBN,1,1,SVA
Loh,Loh,1,Loh,Loh,1,NNP,NNP,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,1,Mec
their,their,1,their,their,1,PRPS,PRPS,1,0,Mec
Manpower,Manpower,1,Manpower,Manpower,1,NNP,NNP,1,1,Vt
Peterson,Peterson,1,Peterson,Peterson,1,NNP,NNP,1,1,Mec
Callick,Callick,1,Callick,Callick,1,NNP,NNP,1,1,Mec
Summer,Summer,1,Summer,Summer,1,NNP,NNP,1,1,Mec
covering,?,0,cover,?,0,VBG,?,0,0,Rloc
the,a,0,the,a,0,DET,DET,1,1,ArtOrDet
United,United,1,United,United,1,NNP,NNP,1,0,Mec
But,?,0,But,?,0,CC,?,0,0,Rloc
have,have,1,have,have,1,VB,VB,1,0,Vform
First,Firstly,0,First,Firstly,0,NNP,NNP,1,0,Wform
Second,Secondly,0,Second,Secondly,0,NNP,RB,1,0,Wform
development,t,0,development,t,0,NN,NN,1,0,Mec
Third,Thirdly,0,Third,Thirdly,0,NNP,NNP,1,0,Wform
',',?,0,',',?,0,PPR,?,0,0,Rloc
budget,budget,1,budget,budget,1,NN,NN,1,0,Trans
American,?,0,American,?,0,NNP,?,0,0,Rloc
to,?,0,to,?,0,TO,?,0,0,Rloc
government,government,1,government,government,1,NN,NN,1,0,Vt
limit,limit,1,limit,limit,1,NN,NN,1,0,Pref
affects,?,0,affect,?,0,VBZ,?,0,0,Rloc
an,?,0,an,?,0,DET,?,0,0,Rloc
country,country,1,country,country,1,NN,NN,1,0,Npos
lessen,lessened,0,lessen,lessen,1,VB,NN,1,1,Vt
had,had,1,have,have,1,VBD,VBD,1,0,Vt
the,?,0,the,?,0,DET,?,0,0,Rloc
country,country,1,country,country,1,NN,NN,1,0,Mec
Firstly,Firstly,1,Firstly,Firstly,1,NNP,NNP,0,0,Mec
Aristotle,Aristotle,1,Aristotle,Aristotle,1,NNP,NNP,1,1,SVA
determine,determine,1,determine,determine,1,VB,VB,1,1,Mec
system,system,1,system,system,1,NN,NN,1,0,Srun
sustains,sustain,0,sustain,sustain,1,VBZ,VB,1,1,Vt
equips,?,0,equip,?,0,VBZ,?,0,0,Rloc
and,and,1,and,and,1,CC,CC,1,0,Mec
the,?,0,the,?,0,DET,?,0,0,Rloc
be,be,1,be,be,1,VB,VB,1,0,Vt
the,the,1,the,the,1,DET,DET,1,0,Mec
A,?,0,A,?,0,DET,?,0,0,Rloc
does,did,0,do,do,1,VBZ,VBD,1,1,Vt
shift,shifted,0,shift,shift,1,NN,VBN,1,1,Vt
Goulding,Goulding,1,Goulding,Goulding,1,NNP,NNP,1,1,Mec
country,y,0,country,y,0,NN,NN,1,0,Mec
the,the,1,the,the,1,DET,DET,1,0,Mec
be,be,1,be,be,1,VB,VB,1,0,Trans
promoting,promoting,1,promote,promote,1,VBG,VBG,1,1,Trans
then,?,0,then,?,0,RB,?,0,0,Rloc
over,over,1,over,over,1,IN,IN,0,0,Wform
best,?,0,good,?,0,RB,?,0,0,Rloc
their,?,0,their,?,0,PRPS,?,0,0,Rloc
Advance,?,0,Advance,?,0,NNP,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
